id,action
1,0.7325691364666298
2,0.979018031021996
3,0.994795200586578
4,0.941868319631114
5,0.9978595097344675
6,0.9983302418773935
7,0.9902845502707819
8,0.996920767218291
9,0.5903891757748622
10,0.9791133153511095
11,0.9914796175102681
12,0.9352563699525587
13,0.9457536202269202
14,0.7741215937148282
15,0.9675480553402203
16,0.9849396867563862
17,0.9341785813929445
18,0.8917523717358847
19,0.981292638419629
20,0.9856513378071533
21,0.9992511470126741
22,0.9603894373480757
23,0.8125736547220737
24,0.9633325613380995
25,0.9355373666109746
26,0.9761831860379465
27,0.9132186507155174
28,0.6188010559058102
29,0.9869809837121087
30,0.8870637160740175
31,0.9678396840183568
32,0.9684804204023292
33,0.9743425044698215
34,0.9741131287810727
35,0.9507412726613336
36,0.9890611599187528
37,0.9623501717932935
38,0.9952357210959504
39,0.8778376639224899
40,0.849803974869307
41,0.9469795330110748
42,0.9935087736706301
43,0.9722503901552999
44,0.974810027990205
45,0.968574422200417
46,0.970861950338971
47,0.997319159840762
48,0.9442680185034162
49,0.9977205254373831
50,0.9817975103863518
51,0.9893963650036177
52,0.9807241786935915
53,0.9805632705266963
54,0.9753218024021676
55,0.9617695705364626
56,0.9211378637327754
57,0.9700076231871068
58,0.9982512904724774
59,0.9636692379937617
60,0.9818070192986504
61,0.9960923960380718
62,0.9852797017674692
63,0.965653051537361
64,0.9911112592524106
65,0.9970955514557334
66,0.9852608783684129
67,0.9020137640811616
68,0.9784721620096919
69,0.9600583918348069
70,0.7739079776598694
71,0.9444727808002589
72,0.9856188967933118
73,0.9699490643192599
74,0.9918448306736312
75,0.9723788438229001
76,0.9756719793348314
77,0.9952663809130732
78,0.9323705421892733
79,0.7776097225494042
80,0.9974015552268345
81,0.9922355740473228
82,0.9870902916139801
83,0.9817901570162765
84,0.9911182141587204
85,0.9669627516240686
86,0.942770447282743
87,0.9227391879875537
88,0.9971071431484497
89,0.9819339605504785
90,0.9533192421837294
91,0.9816098154355516
92,0.9239377303784561
93,0.9964668181157599
94,0.891255838307393
95,0.9978038464809783
96,0.9661069164488206
97,0.7930799424606407
98,0.9740203532000994
99,0.9893149296014202
100,0.9901122990013287
101,0.9697695450062634
102,0.6281913926150329
103,0.9769823846324159
104,0.9164787022150729
105,0.8600400449021641
106,0.9953641917871313
107,0.9937518919861155
108,0.9195339252558943
109,0.9808713322315203
110,0.979605159880524
111,0.899735863266772
112,0.9437201594272252
113,0.9797124143561252
114,0.9973466744921019
115,0.9520680571290188
116,0.9537799854821102
117,0.978408129605708
118,0.992444963204345
119,0.9997563127101952
120,0.9903310883709129
121,0.9901848122917454
122,0.9864929651221837
123,0.8734789007158343
124,0.9638777156187579
125,0.9966985923556333
126,0.8790181383786202
127,0.6295088102731369
128,0.9567442530632195
129,0.9288070042214682
130,0.8250013994498226
131,0.9961540785146483
132,0.9717208490170683
133,0.9729360125154678
134,0.8641909056921819
135,0.9937410956069003
136,0.8713758761833982
137,0.9869611677525211
138,0.9717469838948017
139,0.8884165351239658
140,0.9782865431296409
141,0.9976181806055202
142,0.88903810007616
143,0.9871030144246287
144,0.9806253499519176
145,0.9984019878071069
146,0.9020278627339343
147,0.6091772106380405
148,0.9492166244928201
149,0.9944928551983762
150,0.9722676684881965
151,0.9785506264970487
152,0.9860819824336947
153,0.9801833660676802
154,0.9359039680104363
155,0.9613973660647572
156,0.98361089082928
157,0.9842150015318427
158,0.9273927196561026
159,0.9945620768646083
160,0.9086828062147586
161,0.6173074064573776
162,0.9911591939447849
